component,variance,pct_of_total,sd
cohort_4yr,0.005286964249112651,0.5010863896715632,0.07271151386893723
period_4yr,0.0012547762779677705,0.11892482818999953,0.03542282142867463
Residual,1.0485586090509613,99.37998878213844,1.0239915082904552
Total,1.0551003495780418,100,1.0271807774574258
