component,variance,pct_of_total,sd
cohort_4yr,6.757857518921883e-4,0.0766248816498849,0.025995879517573324
period_4yr,0.0060751893819413335,0.6888435663055493,0.07794350121685152
Residual,0.8751893781054636,99.23453155204457,0.9355155680722067
Total,0.8819403532392971,100,0.9391167942483496
